Country,Question ID,Response,Justification,Supporting0,Supporting1,Supporting2,Supporting4
Jamaica,ODB.2013.D7.i,0,,Information is not available online,,,
Jamaica,ODB.2013.D7.j,0,,,,,
Jamaica,ODB.2013.D2.c,1,,http://www.nla.gov.jm/LandStatJA/web/LandStatJA.html,xls,,Information can be retrieved by clicking on the interactive map. The Map is categorized by parishes and regions in Jamaica
Jamaica,ODB.2013.D2.d,0,,,,,
Jamaica,ODB.2013.D2.e,1,,Data on registered land titles can freely be accessed on the website without any costs incurred - http://www.nla.gov.jm/LandStatJA/web/LandStatJA.html,,,
Jamaica,ODB.2013.D2.f,0,,No license specified.,,,
Jamaica,ODB.2013.D2.g,0,,2012 (As at December 2012),9/28/2014,Unknown,
Jamaica,ODB.2013.D2.h,1,,The data on land ownership seems sustainable as there is a range of registered land titles and,,,
Jamaica,ODB.2013.D2.i,1,,"It was easy to find the data. On the National Land Agency website, there is a link to Landstat Jamaica and this is where the data can be found on land ownership - http://www.nla.gov.jm/LandStatJA/web/LandStatJA.html",,,
Jamaica,ODB.2013.D2.j,0,,,,,
Jamaica,ODB.2013.D1.c,0,,,,Data is available online in an interactive website known as iMap Jamaica - http://www.nla.gov.jm/map.asp,
Jamaica,ODB.2013.D1.d,0,,,Unknown,,
Jamaica,ODB.2013.D1.e,1,,The online map is free of charge. It is reported that Topographic Map of Jamaica (Metric Series) multicoloured interactive map is available free of cost to guests on eLandjamaica - http://www.nla.gov.jm/pricelist/mapsfees_01geninfo.asp,http://www.nla.gov.jm/pricelist/mapsfees_01geninfo.asp,,
Jamaica,ODB.2013.D1.f,0,,Unknown as it is not indicated on the website,,,
Jamaica,ODB.2013.D1.g,0,,Unknown,9/28/2014,Unknown,
Jamaica,ODB.2013.D1.h,1,,There is a range of Map data with the Agency which makes it sustainable though most of it is not available online,,,
Jamaica,ODB.2013.D1.i,1,,There is a link to iMap on the National Land Agency website -,,,
Jamaica,ODB.2013.D1.j,0,,,,,
Jamaica,ODB.2013.D12.c,1,,http://www.devinfo.org/edustatjamaica/libraries/aspx/home.aspx,"xls, CSV",Pdf formats only,
Jamaica,ODB.2013.D12.d,1,,http://www.devinfo.org/edustatjamaica/libraries/aspx/Home.aspx,,,
Jamaica,ODB.2013.D12.e,1,,The Pdf files can freely be downloaded at no cost,,,
Jamaica,ODB.2013.D12.f,0,,Unknown as it is not indicated on the website,,,
Jamaica,ODB.2013.D12.g,0,,2012  (2012/13),9/28/2014,Yearly,
Jamaica,ODB.2013.D12.h,0,,"On the website, there is only information for one year (2012/13)",,,
Jamaica,ODB.2013.D12.i,1,,Education performance information can easily be discovered as there are links to the reports - Examination results and Performance.,,,
Jamaica,ODB.2013.D12.j,0,,,,,
Jamaica,ODB.2013.D11.c,1,,"http://www.devinfo.org/jamstats/libraries/aspx/Home.aspx

http://www.devinfo.org/jamstats/stock/data/CSV_DataFiles/JamStats_2013_en.zip","xls , CSV",,
Jamaica,ODB.2013.D11.d,1,,http://www.devinfo.org/jamstats/libraries/aspx/Home.aspx,,,
Jamaica,ODB.2013.D11.e,1,,Data from Jamstats website can freely be downloaded at no cost.,,,
Jamaica,ODB.2013.D11.f,0,,The JamStats website is licensed DevInfo @ 2004-2014,,,
Jamaica,ODB.2013.D11.g,1,,2013,9/28/2014,Yearly,
Jamaica,ODB.2013.D11.h,1,,Data on the JamStats website is sustainable as there is a range of information for various years.,,,
Jamaica,ODB.2013.D11.i,0,,"Ministry of Health website is not functional at time of this research. Once JamStates was located, then it was possible to find the data.",,,
Jamaica,ODB.2013.D11.j,0,,,,,
Jamaica,ODB.2013.D9.c,0,,,,pdf formats only,
Jamaica,ODB.2013.D9.e,1,,The Pdf reports can freely be downloaded - http://www.jutc.com/timetables.php,,,
Jamaica,ODB.2013.D9.d,0,,,,,
Jamaica,ODB.2013.D9.f,0,,Unknown,,,
Jamaica,ODB.2013.D9.g,0,,Unknown. On the website it is not indicated when the information on time tables was last up-dated,9/28/2014,Unknown,
Jamaica,ODB.2013.D9.h,0,,Unknown as data is retrieved via an interactive search on the website,,,
Jamaica,ODB.2013.D9.i,1,,There is a link to time tables which makes it easy to discover the data or informatio,,,
Jamaica,ODB.2013.D9.j,0,,,,,
Jamaica,ODB.2013.D14.c,0,,,,Pdf report only,
Jamaica,ODB.2013.D14.d,0,,,,,
Jamaica,ODB.2013.D14.e,0,,The Report on State of Environment can freely be downloaded at no cost,,,
Jamaica,ODB.2013.D14.f,0,,Unkniwn,,,
Jamaica,ODB.2013.D14.g,0,,2010,9/28/2014,Unknown,
Jamaica,ODB.2013.D14.h,0,,Data not sustainable as there is only one report for the year 2010,,,
Jamaica,ODB.2013.D14.i,0,,Data can easily be discovered on the National Environment and Planning Agency website. There is a link to publications and Reports.,,,
Jamaica,ODB.2013.D14.j,0,,,,,
Jamaica,ODB.2013.D13.c,0,,,,Pdf format,
Jamaica,ODB.2013.D13.d,0,,,,,
Jamaica,ODB.2013.D13.e,1,,The Annual report that contains the statistics of crimes can freely be downloaded from the website at no cost.,,,
Jamaica,ODB.2013.D13.f,0,,Unknown,,,
Jamaica,ODB.2013.D13.g,0,,2013,9/28/2014,Yearly,
Jamaica,ODB.2013.D13.h,0,,There is only one report on the website with statistics for only 2 years (2012 and 2013),,,
Jamaica,ODB.2013.D13.i,1,,Information can easily be discovered in publications,,,
Jamaica,ODB.2013.D13.j,0,,,,,
Jamaica,ODB.2013.D6.c,0,,,,Not available online,
Jamaica,ODB.2013.D6.d,0,,,,,
Jamaica,ODB.2013.D6.e,0,,data not available online,,,
Jamaica,ODB.2013.D6.f,0,,Unknown,,,
Jamaica,ODB.2013.D6.g,0,,Unknown,9/29/2014,Unknown,
Jamaica,ODB.2013.D6.h,0,,Data is not available online,,,
Jamaica,ODB.2013.D6.i,0,,Data is not available online,,,
Jamaica,ODB.2013.D6.j,0,,,,,
Japan,ODB.2013.D1.a,1,,"Geospatial Information Authority of Japan (1)

##Sources
(1) http://www.gsi.go.jp/ Accessed on 2014-11-06",,,"The Geospatial Information Authority of Japan provides base map including coastlines, administrative boundaries, roads, toponyms, water points, etc. in gml reusable format at a scale of 1:2500 at the best. However, access to the data requires registration."
Japan,ODB.2013.D1.b,1,,http://fgd.gsi.go.jp/download/ (need registration to access download link) Accessed on 2014-11-06,"Limited open data is available, but there is no ""full"" dataset online, it appears. http://opendata.nikkei.co.jp/article/kakei-chosa-2005-2013/",,
Japan,ODB.2013.D2.a,1,,"Ministry of Land, Infrastructure, Transport and Tourism (1) and the Geospatial Information Authority of Japan (2)

##Sources
(1) http://tochi.mlit.go.jp/english/generalpage/5608 Accessed on 2014-11-07
(2) http://www.gsi.go.jp/ Accessed on 2014-11-06",,,"Ministry of Land, Infrastructure, Transport and Tourism Land is responsible for the National Land Survey (1). Regardind data collection, Municipalities are responsible for the registration of their Land Survey and the resulting data are integrated into the National Spatial Data Infrastructure (2) managed by the Geospatial Information Authority. Cadastral parcel boundaries constitute one of the layers available with the map data and can be therefore downloaded from the Geospatial Information Authority website at http://fgd.gsi.go.jp/download/ (registration needed). There is however no evidence of other land registry information available such as owner, surface, etc.

##Sources
(1) http://tochi.mlit.go.jp/english/land-policies/national-land-survey-land-policies Accessed on 2014-11-07
(2) https://www.fig.net/pub/proceedings/korea/full-papers/pdf/session16/oki-oshima.pdf Accessed on 2014-11-07"
Japan,ODB.2013.D2.b,0,,,No,,
Japan,ODB.2013.D4.a,1,,"Statistics Bureau under the Ministry of Internal Affairs and Communications (1) and the National Statistics Center

##Sources
(1) http://www.stat.go.jp/english/ Accessed on 2014-11-07
(2) http://www.nstac.go.jp/en/index.html Accessed on 2014-11-07",,,"The Statistics Bureau and the The National Statistics Center runs e-Stat (1), a portal providing statistics data. Most of data is available in xls or csv format free of charge. But the terms for commercial reuse remains unclear. Last census of the population dates to 2010.

##Sources
(1) http://www.e-stat.go.jp/SG1/estat/eStatTopPortalE.do Accessed on 2014-11-07"
Japan,ODB.2013.D4.b,1,,http://www.stat.go.jp/index.htm,"At, for example, hackathons, the data will be made open. ""There's a need for more accessible open data,"" says programmer Soren Jones. ""For example, the Japan Tourism Agency publishes statistics in formatted Excel files that need processing before they can be worked with."" (1)

Source:
(1)Shintaro Eguchi, member of the Open Knowledge Foundation Japan and co-founder of Code for Japan, interviewed online in Tokyo on June 10.",,
Japan,ODB.2013.D5.a,1,,"Ministry of Finance (1)

##Sources
(1) http://www.mof.go.jp/english/ Accessed on 2014-11-07",,,The Ministry of Finance provides highlight of the budget plan in pdf format. Budget data can also be found on the e-Stat portal. Budget data is highly aggregated though.
Japan,ODB.2013.D5.b,1,,http://www.e-stat.go.jp/SG1/estat/GL08020101.do?_toGL08020101_&tstatCode=000001013484&requestSender=dsearch Accessed on 2014-11-07,,,
Japan,ODB.2013.D6.a,1,,"Ministry of Finance (1)

##Sources
(1) http://www.mof.go.jp/english/ Accessed on 2014-11-07",,,No evidence transactional level spending data is made available online.
Japan,ODB.2013.D6.b,0,,http://www.meti.go.jp/committee/summary/0004665/pdf/014_01_03.pdf,,,
Japan,ODB.2013.D6.c,0,,,,,
Japan,ODB.2013.D6.d,0,,,,,
Japan,ODB.2013.D6.e,0,,,,,
Japan,ODB.2013.D6.f,0,,,,,
Japan,ODB.2013.D7.a,1,,"Civil Affairs Bureau under the Ministry of Justice (1)

##Sources
(1) http://www.moj.go.jp/ENGLISH/CIAB/ciab-01.html Accessed on 2014-11-06",,,"The Civil Affairs Bureau provides with a website where it is possible to register or search for a company name. However company search can only be performed after registration on the website (1).

##Sources
(1) http://www1.touki.or.jp/operate/02-07.html Accessed on 2014-11-11"
Japan,ODB.2013.D7.b,1,,http://www1.touki.or.jp/operate/02-07.html (need to register to perform a search) Accessed on 2014-11-11,not available on opencorporates.com,,
Japan,ODB.2013.D8.a,1,,"Ministry of Internal Affairs and Communications (1)

##Sources
(1) http://www.soumu.go.jp/english/ Accessed on 2014-11-11",,,The Ministry of Internal Affairs and Communications runs an eGov website providing all legislation data from the official gazette of the country.
Japan,ODB.2013.D8.b,1,,http://law.e-gov.go.jp/cgi-bin/idxsearch.cgi,,,
Japan,ODB.2013.D8.c,0,,,,can be downloaded from here http://law.e-gov.go.jp/acv.html but resulted files are in html format,
Japan,ODB.2013.D8.d,0,,,,,
Japan,ODB.2013.D8.e,1,,free to view and download,,,
Japan,ODB.2013.D8.f,1,,"content can be freely reuse, even for commercial purpose",http://www.e-gov.go.jp/about/copyright.html,,
Japan,ODB.2013.D9.a,1,,"Ministry of Land, Infrastructure, Transport and Tourism (1) and Japan Railways companies: JR-Central (2), JR-West (3)  http://www.westjr.co.jp, JR-East (4), JR-Hokkaido (5), JR-Shikoku (6) and JR-Kyushu (7)

##Sources
(1) http://www.mlit.go.jp/en/index.html Accessed on 2014-11-11
(2) http://english.jr-central.co.jp/ Accessed on 2014-11-11
(3) http://www.westjr.co.jp Accessed on 2014-11-11
(4) http://www.jreast.co.jp Accessed on 2014-11-11
(5) http://www.jrhokkaido.co.jp/ Accessed on 2014-11-11
(6) http://www.jr-shikoku.co.jp/ Accessed on 2014-11-11
(7) http://www.jrkyushu.co.jp Accessed on 2014-11-11",,,Japan Railways operators provide timetables in pdf or html format on their website.
Japan,ODB.2013.D9.b,1,,http://railway.jr-central.co.jp/jikoku/index.html (JR-Central Eastbound) Accessed on 2014-11-11,,,
Japan,ODB.2013.D10.a,1,,"Japan Customs, Ministry of Finance (1)

##Sources
(1) http://www.customs.go.jp/ Accessed on 2014-11-11",,,Japan Customs provides via e-Stats website monthly trade data (exports and imports) in csv format
Japan,ODB.2013.D10.b,1,,http://www.customs.go.jp/toukei/info/index_e.htm Accessed on 2014-11-11,No,,
Japan,ODB.2013.D11.a,1,,"Ministry of Health, Labour and Welfare (1)

##Sources
(1) www.mhlw.go.jp Accessed on 2014-11-11",,,"The Ministry of Health, Labour and Welfare provides via the e-Stat website yearly indicators on health facilities and patients at national level in csv format."
Japan,ODB.2013.D11.b,1,,http://www.e-stat.go.jp/SG1/estat/GL08020102.do?_toGL08020102_&tclassID=000001054744&cycleCode=7&requestSender=dsearch Accessed on 2014-11-11,,,
Japan,ODB.2013.D12.a,1,,"Ministry of Education, Culture, Science, Sports and Technology (1)

##Sources
(1) http://www.mext.go.jp/ Accessed on 2014-11-11",,,"The Ministry of Education, Culture, Science, Sports and Technology provides on its website with statistical reports in pdf format for national level including number of schools, teachers and students. e-Stat website also provides annual statistics on education in xls format but again at the level of the country, not at the level of schools. No examination results statistics could be found from both websites."
Japan,ODB.2013.D12.b,1,,http://www.e-stat.go.jp/SG1/estat/GL08020101.do?_toGL08020101_&tstatCode=000001011528&requestSender=dsearch,,,
Japan,ODB.2013.D13.a,1,,"National Police Agency (1)

##Sources
(1) http://www.npa.go.jp/ Accessed on 2014-11-11",,,The National Police Agency provides monthly data on crime statistics via the e-Stats website.
Japan,ODB.2013.D13.b,1,,http://www.e-stat.go.jp/SG1/estat/List.do?bid=000001055272&cycode=0 Accessed on 2014-11-1,,,
Japan,ODB.2013.D14.a,1,,"Ministry of Environment (1) and the National Institute for Environment Studies (2)

##Sources
(1) http://www.env.go.jp/ Accessed on 2014-11-11
(2) http://www.nies.go.jp/ Accessed on 2014-11-11",,,"The National Institute for Environment Studies, an Independent Administrative Institution, provides with data on air and water quality in reusable csv formatted files. The Ministry of Environment also provides with some statistical data on environment."
Japan,ODB.2013.D14.b,1,,http://www.nies.go.jp/igreen/td_disp.html Accessed on 2014-11-11,,,
Japan,ODB.2013.D15.a,1,,"Ministry of Internal Affairs and Communications (1)

##Sources
(1) http://www.soumu.go.jp Accessed on 2014-11-11",,,The Ministry of Internal Affairs and Communications provides election results for the House of Representatives and the House of Councilors at the level of prefectures in reusable xls format.
Japan,ODB.2013.D15.b,1,,http://www.soumu.go.jp/senkyo/senkyo_s/data/shugiin46/index.html Accessed on 2014-11-11,,,
Japan,ODB.2013.D16.a,1,,Japanese public procurement is undertaken in a decentralized way by each procuring entity on its own.,,,"Japanese public procurement is undertaken in a decentralized way by each procuring entity on its own. There is no national procurement agency or the like. Though, there are central information sources and databases for companies to search for tenders (1). There is a public procurement portal managed by the Japan External Trade Organization but there is no data on awarded contracts (2). Some Ministries provide awarded contracts information on their website. We could find such data on the following ones: Ministry of Education, Culture, Science, Sports and Technology (3), Ministry of Environment (4), Ministry of Foreign Affairs (5) and Ministry of Defense (6).

##Sources
(1) ftp://ftp.cordis.europa.eu/pub/innovation-policy/studies/4_japan.pdf Accessed on 2014-11-07
(2) http://www.jetro.go.jp/cgi-bin/gov/gove010c.cgi Accessed on 2014-11-07
(3) http://www-gpo3.mext.go.jp/MextKokyoHP/list/zp010101.asp Accessed on 2014-11-14
(4) http://www.env.go.jp/kanbo/chotatsu/tekisei/h25.html Accessed on 2014-11-14
(5) http://www.mhlw.go.jp/shinsei_boshu/choutatsujouhou/ Accessed on 2014-11-14
(6) http://www.mofa.go.jp/policy/economy/procurement/ Accessed on 2014-11-14
(7) http://www.chotatujoho.go.jp/csjs/pr006/ProInfoSearchEngInitAction.do?pctKind=06 Accessed on 2014-11-14"
Japan,ODB.2013.D16.b,1,,"http://www-gpo3.mext.go.jp/MextKokyoHP/list/zp010101.asp
http://www.env.go.jp/kanbo/chotatsu/tekisei/h25.html
http://www.mhlw.go.jp/shinsei_boshu/choutatsujouhou/
http://www.mofa.go.jp/policy/economy/procurement/
http://www.chotatujoho.go.jp/csjs/pr006/ProInfoSearchEngInitAction.do?pctKind=06",no,,
Japan,ODB.2013.D1.c,1,,http://fgd.gsi.go.jp/download/ (need registration) Accessed on 2014-11-06,gml (jpgi),,jpgis stands for Japan Profile for Geographic Information Standards. See specifications here http://www.gsi.go.jp/common/000001750.pdf
Japan,ODB.2013.D1.d,1,,http://fgd.gsi.go.jp/download/ (need registration to access download link) Accessed on 2014-11-06,It is possible to download base maps from same prefecture as bulk and datasets for different prefectures can be downloaded from the same webpage.,,
Japan,ODB.2013.D1.e,1,,free to download and reuse,,,
Japan,ODB.2013.D1.f,0,,There is a general copyright on the website and no evidence of an open license.,,,
Japan,ODB.2013.D1.g,1,,10/31/2014,11/6/2014,Irregular. Information of every update is available on a single webpage http://fgd.gsi.go.jp/download/data_update_info.html,
Japan,ODB.2013.D1.h,1,,Dataset is up to date and there is a commitment from the Geospatial Information Authority to continue providing base map in reusable format.,,,
Japan,ODB.2013.D1.i,1,,All information can be found on the dedicated website of the Geospatial Information Authority,,,
Japan,ODB.2013.D1.j,0,,,,,
Japan,ODB.2013.D7.f,0,,"Non commercial, non reproduction terms",http://www1.touki.or.jp/site/index.html,,
Japan,ODB.2013.D7.e,0,,"detail of charging policy could not be found, but it is clearly explained on the download procedure that you have to pay for each extract of company information http://www1.touki.or.jp/operate/02-07.html",,,
Japan,ODB.2013.D2.c,0,,,,,
Japan,ODB.2013.D4.c,1,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000006780418&releaseCount=1,"xls, csv",,Most of the data are either available in csv or xls
Japan,ODB.2013.D4.d,1,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=extendTclass&refTarget=toukeihyo&listFormat=hierarchy&statCode=00200524&tstatCode=&tclass1=&tclass2=&tclass3=&tclass4=&tclass5=,You can search for census data and the website will provide you with all data to be downloaded from the same page.,,
Japan,ODB.2013.D4.e,1,,free to download and reuse,,,
Japan,ODB.2013.D4.f,0,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D4.g,1,,2013 (population data),11/7/2014,Yearly,
Japan,ODB.2013.D4.h,1,,"The portal contains up to date statistics on population (census results for 2010 and estimates for 2011, 2012 and 2013) and it also provides all data on census results from 1925 (2nd national census of the country).",,,
Japan,ODB.2013.D4.i,1,,All information can be easily found on the dedicated portal http://www.e-stat.go.jp,,,
Japan,ODB.2013.D4.j,0,,,,,
Japan,ODB.2013.D7.c,0,,,,pdf,
Japan,ODB.2013.D7.d,0,,,,,
Japan,ODB.2013.D7.g,1,,No publication date could be found but the website is reputed providing information on all registered companies http://www1.touki.or.jp/operate/02-07.html,11/11/2014,Daily,
Japan,ODB.2013.D7.i,1,,All information is available on the dedicated Company Registry website.,,,
Japan,ODB.2013.D7.j,0,,,,,
Japan,ODB.2013.D7.h,1,,"Information is reputed up to date and the website is mainly used for company registration and, as such, it should be considered sustainable.",,,
Japan,ODB.2013.D8.g,1,,10/27/2014,11/11/2014,Monthly (see list of updates here http://law.e-gov.go.jp/announce_list.html),
Japan,ODB.2013.D8.h,1,,There is a dedicated service providing up to date and comprehensive content,,,
Japan,ODB.2013.D8.i,1,,All the information is available on the dedicated eGovernment website.,,,
Japan,ODB.2013.D8.j,0,,,,,
Japan,ODB.2013.D9.c,0,,,,pdf or html,
Japan,ODB.2013.D9.d,0,,,,,
Japan,ODB.2013.D9.e,1,,free to download,,,
Japan,ODB.2013.D9.f,0,,"Terms of use state: ""Any duplication, alteration, diversion, lending, distribution, public transmission and any other use/disposal of the copyrights to the Website without permission of the rights holders is prohibited.""",http://english.jr-central.co.jp/policy/index.html,,
Japan,ODB.2013.D9.g,1,,11/1/2014,11/11/2014,Unkwnown,
Japan,ODB.2013.D9.h,1,,JR-Central provides comprehensive and up to date timetables data.,,,
Japan,ODB.2013.D9.i,1,,Information are available on the dedicated railways website.,,,
Japan,ODB.2013.D9.j,0,,,,,
Japan,ODB.2013.D10.c,1,,http://www.e-stat.go.jp/SG1/estat/CsvdlE.do?sinfid=000023626155,csv,,
Japan,ODB.2013.D10.d,0,,,bulk download is available only at monthly level http://www.e-stat.go.jp/SG1/estat/ListE.do?lid=000001117490,,
Japan,ODB.2013.D10.e,1,,free to dowload and reuse,,,
Japan,ODB.2013.D10.f,0,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D10.g,1,,9/1/2014,11/11/2014,Monthly,
Japan,ODB.2013.D10.h,1,,Regular and up to date publication since January 1998,,,
Japan,ODB.2013.D10.i,1,,Information is available on the e-Stats website and there is a link from the dedicated Customs website.,,,
Japan,ODB.2013.D10.j,0,,,,,
Japan,ODB.2013.D15.c,1,,http://www.soumu.go.jp/main_content/000194180.xls Accessed on 2014-11-11,xls,,
Japan,ODB.2013.D15.d,1,,http://www.soumu.go.jp/senkyo/senkyo_s/data/shugiin46/index.html,All xls files for the same election can be downloaded from the same webpage,,
Japan,ODB.2013.D15.e,1,,free to download and reuse,,,
Japan,ODB.2013.D15.f,0,,There is a general copyright on the website and no indication of open data license,,,
Japan,ODB.2013.D15.g,1,,12/16/2012,11/11/2014,4-Years,
Japan,ODB.2013.D15.h,1,,"The website is up to date and contains election results of the House of Representatives for the 3 last elections (2005, 2009 and 2012).",,,
Japan,ODB.2013.D15.i,1,,Information on the data can be easily found on the Ministry of Internal Affairs and Communications website.,,,
Japan,ODB.2013.D15.j,0,,,,,
Japan,ODB.2013.D14.c,1,,"http://www.nies.go.jp/igreen/td_down.html (select year, state name and pollutant and click on download link) Accessed on 2014-11-11",txt (csv formatted file),http://www.nies.go.jp/igreen/td_down.html Accessed on 2014-11-11,txt files are formatted as comma separated values
Japan,ODB.2013.D14.d,1,,"http://www.nies.go.jp/igreen/td_down.html (select year, state name and pollutant and click on download link) Accessed on 2014-11-11",All files can be downloaded from same webpage,,
Japan,ODB.2013.D14.e,1,,free to download and reuse,,,
Japan,ODB.2013.D14.f,0,,"Terms of use indicates that: ""you will not be able to perform the modification without the permission of the National Institute for Environmental Studies.""",http://www.nies.go.jp/sitepolicy.html,,
Japan,ODB.2013.D14.g,0,,2011 (Air quality),11/11/2014,Yearly,
Japan,ODB.2013.D14.h,1,,Website contains yearly data on air quality from 1970. However last 2 complete years are missing.,,,
Japan,ODB.2013.D14.i,1,,Information on the data is available on the dedicated website.,,,
Japan,ODB.2013.D14.j,0,,,,,
Japan,ODB.2013.D13.c,1,,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000027237207 (January to September 2014) Accessed on 2014-11-11,csv,,
Japan,ODB.2013.D13.d,1,,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000027237207 (January to September 2014) Accessed on 2014-11-11,Bulk download available at the yearly level,,
Japan,ODB.2013.D13.e,1,,free to download and reuse,,,
Japan,ODB.2013.D13.f,1,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D13.g,1,,9/1/2014,11/11/2014,Monthly,
Japan,ODB.2013.D13.h,1,,Data for 2014 is up to date and e-Stat website contains past years statistics as well.,,,
Japan,ODB.2013.D13.i,1,,All information can be found from dedicated police and statistics portal website.,,,
Japan,ODB.2013.D13.j,0,,,,,
Japan,ODB.2013.D11.c,1,,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_csvDownload_&fileId=000007175753&releaseCount=1,csv,,
Japan,ODB.2013.D11.d,1,,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_csvDownload_&fileId=000007175753&releaseCount=1,All indicators for same year can be downloaded from the same webpage,,
Japan,ODB.2013.D11.e,1,,free to download and reuse,,,
Japan,ODB.2013.D11.f,0,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D11.g,1,,2013,11/11/2014,Yearly,
Japan,ODB.2013.D11.h,1,,e-Stat website provides up to date indicators on health performance but also past years (from 1996 for medical facilities),,,
Japan,ODB.2013.D11.i,1,,Information on the data can be easily found from e-Stat website.,,,
Japan,ODB.2013.D11.j,0,,,,,
Japan,ODB.2013.D12.c,1,,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_xlsDownload_&fileId=000006923042&releaseCount=2 (elementary schools 2013) Accessed on 2014-11-11,xls,,
Japan,ODB.2013.D12.d,1,,http://www.e-stat.go.jp/SG1/estat/GL08020101.do?_toGL08020101_&tstatCode=000001011528&requestSender=dsearch,all data can be downloaded from the same webpage,,
Japan,ODB.2013.D12.e,1,,free to download and reuse,,,
Japan,ODB.2013.D12.f,0,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D12.g,1,,2013,11/11/2014,Yearly,
Japan,ODB.2013.D12.h,1,,e-Stat provides up to date indicators on education but also past data up to 1991.,,,
Japan,ODB.2013.D12.i,1,,Information can be easily found on the e-Stat website,,,
Japan,ODB.2013.D12.j,0,,,,,
Japan,ODB.2013.D2.d,0,,,,,
Japan,ODB.2013.D2.e,0,,,,,
Japan,ODB.2013.D2.f,0,,,,,
Japan,ODB.2013.D2.g,0,,,,,
Japan,ODB.2013.D2.h,0,,,,,
Japan,ODB.2013.D2.i,0,,,,,
Japan,ODB.2013.D2.j,0,,,,,
Japan,ODB.2013.D5.c,1,,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_toGL08020103_&listID=000001117933&requestSender=dsearch Accessed on 2014-11-11,xls,"pdf, xls",some data is also available in pdf format
Japan,ODB.2013.D5.d,1,,http://www.e-stat.go.jp/SG1/estat/GL08020103.do?_toGL08020103_&listID=000001117933&requestSender=dsearch,All data can be downloaded from the same webpage,,
Japan,ODB.2013.D5.e,1,,free to download and reuse,,,
Japan,ODB.2013.D5.f,0,,"There are terms of use stating reuse is free but commercial reuse is unclear: ""In case of reproducing the contents for commercial use, consult the Site and respective ministries or agencies that may be concerned.""",http://www.e-stat.go.jp/estat/html/spec_en.html,,
Japan,ODB.2013.D5.g,1,,2014,11/11/2014,Yearly,
Japan,ODB.2013.D5.h,1,,e-Stat provides up to data but also historical budget data,,,
Japan,ODB.2013.D5.i,1,,Information can be easily found from e-Stat and the Ministry of Finance website.,,,
Japan,ODB.2013.D5.j,0,,,,,
Japan,ODB.2013.D6.g,0,,,,,
Japan,ODB.2013.D6.h,0,,,,,
Japan,ODB.2013.D6.i,0,,,,,
Japan,ODB.2013.D6.j,0,,,,,
Japan,ODB.2013.D16.c,0,,,,"Some may be available as xls, but the majority just in html format",
Japan,ODB.2013.D16.d,0,,,,,
Japan,ODB.2013.D16.e,1,,free access,,,
Japan,ODB.2013.D16.f,0,,No license information and site copyrights,,,
Japan,ODB.2013.D16.h,0,,"Many different systems, some not working very well. Also outdated information in same cases.",,,
Japan,ODB.2013.D16.g,0,,"2014 for some of them, but 2013 for others",11/14/2014,"Irregular, as per new announcements",
Japan,ODB.2013.D16.i,0,,You need to visit the many different agencies and try to locate the information in each of them,,,
Japan,ODB.2013.D16.j,0,,,,,
Jordan,ODB.2013.D1.a,1,,The Royal Jordanian Geographic center is responsible for this data. http://www.rjgc.gov.jo/Default.aspx?lang=en,for security reasons,no absolutl,"In the listing of activities, RJGC indicates the following: surveying, cartography, digital and aerial photogrammetry, remote sensing and GIS techniques, and GPS applications, only photos are shared and no digital mapping data is available."
Jordan,ODB.2013.D1.b,0,,"http://www.rjgc.gov.jo/Default.aspx?lang=en

http://data.unhcr.org/syrianrefugees/country.php?id=107",No,,
Jordan,ODB.2013.D2.a,1,,The Department of Lands and Survey (DLS) holds this data. It is part of the ministry of finance. http://www.dls.gov.jo/EN/index.php,,,"It provides a variety of services and some general guidance, including a yearly report and a chart for the evaluation of land per square meter, updated every year in addition to a real estate transaction movement and the value of revenues and exemptions for each year."
